"","Site","Year","Block","Group","Code","Plot","Genus","Species","Cover","Quadrant"
"882","Knepp",2024,"N",NA,"N111","111","Potentilla","Potentilla_reptans",20,1
"883","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_erucifolia",10,1
"884","Knepp",2024,"N",NA,"N111","111","Trifolium","Trifolium_repens",10,1
"885","Knepp",2024,"N",NA,"N111","111","Holcus","Holcus_lanatus",40,1
"886","Knepp",2024,"N",NA,"N111","111","Vicia","Vicia_tetrasperma",5,1
"887","Knepp",2024,"N",NA,"N111","111","Teucrium","Teucrium_chamaedrys",5,1
"888","Knepp",2024,"N",NA,"N111","111","Cirsium","Cirsium_vulgare",10,1
"889","Knepp",2024,"N",NA,"N111","111","Holcus","Holcus_lanatus",70,2
"890","Knepp",2024,"N",NA,"N111","111","Vicia","Vicia_tetrasperma",7,2
"891","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_vulgaris",5,2
"892","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_erucifolia",5,2
"893","Knepp",2024,"N",NA,"N111","111","Cirsium","Cirsium_arvense",5,2
"894","Knepp",2024,"N",NA,"N111","111","Potentilla","Potentilla_reptans",10,2
"895","Knepp",2024,"N",NA,"N111","111","Trifolium","Trifolium_repens",5,2
"896","Knepp",2024,"N",NA,"N111","111","Holcus","Holcus_lanatus",40,3
"897","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_erucifolia",10,3
"898","Knepp",2024,"N",NA,"N111","111","Trifolium","Trifolium_repens",20,3
"899","Knepp",2024,"N",NA,"N111","111","Lathyrus","Lathyrus_nissolia",5,3
"900","Knepp",2024,"N",NA,"N111","111","Rumex","Rumex_conglomeratus",10,3
"901","Knepp",2024,"N",NA,"N111","111","Vicia","Vicia_tetrasperma",10,3
"902","Knepp",2024,"N",NA,"N111","111","Odontites","Odontites_vernus",5,3
"903","Knepp",2024,"N",NA,"N111","111","Poa","Poa_trivialis",10,3
"904","Knepp",2024,"N",NA,"N111","111","Bromus","Bromus_hordeaceus",5,3
"905","Knepp",2024,"N",NA,"N111","111","Lathyrus","Lathyrus_sativus",10,3
"906","Knepp",2024,"N",NA,"N111","111","Cirsium","Cirsium_arvense",10,3
"907","Knepp",2024,"N",NA,"N111","111","Agrostis","Agrostis_stolonifera",10,3
"908","Knepp",2024,"N",NA,"N111","111","Potentilla","Potentilla_reptans",1,3
"909","Knepp",2024,"N",NA,"N111","111","Borago","Borago_officinalis",1,3
"910","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_erucifolia",30,4
"911","Knepp",2024,"N",NA,"N111","111","Cirsium","Cirsium_arvense",15,4
"912","Knepp",2024,"N",NA,"N111","111","Lathyrus","Lathyrus_sativus",10,4
"913","Knepp",2024,"N",NA,"N111","111","Holcus","Holcus_lanatus",30,4
"914","Knepp",2024,"N",NA,"N111","111","Trifolium","Trifolium_repens",20,4
"915","Knepp",2024,"N",NA,"N111","111","Jacobaea","Jacobaea_vulgaris",10,4
"916","Knepp",2024,"N",NA,"N111","111","Potentilla","Potentilla_reptans",10,4
"917","Knepp",2024,"N",NA,"N111","111","Agrostis","Agrostis_stolonifera",15,4
"918","Knepp",2024,"N",NA,"N112","112","Vicia","Vicia_tetrasperma",15,1
"919","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_erucifolia",10,1
"920","Knepp",2024,"N",NA,"N112","112","Rumex","Rumex_sanguineus",10,1
"921","Knepp",2024,"N",NA,"N112","112","Holcus","Holcus_lanatus",15,1
"922","Knepp",2024,"N",NA,"N112","112","Poa","Poa_trivialis",10,1
"923","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_vulgaris",5,1
"924","Knepp",2024,"N",NA,"N112","112","Phleum","Phleum_pratense",10,1
"925","Knepp",2024,"N",NA,"N112","112","Lolium","Lolium_perenne",10,1
"926","Knepp",2024,"N",NA,"N112","112","Calamagrostis","Calamagrostis_epigejos",6,1
"927","Knepp",2024,"N",NA,"N112","112","Quercus","Quercus_robur",1,1
"928","Knepp",2024,"N",NA,"N112","112","Prunella","Prunella_vulgaris",1,1
"929","Knepp",2024,"N",NA,"N112","112","Geranium","Geranium_dissectum",5,1
"930","Knepp",2024,"N",NA,"N112","112","Trifolium","Trifolium_repens",15,1
"931","Knepp",2024,"N",NA,"N112","112","Holcus","Holcus_lanatus",10,2
"932","Knepp",2024,"N",NA,"N112","112","Trifolium","Trifolium_repens",10,2
"933","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_erucifolia",10,2
"934","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_vulgaris",1,2
"935","Knepp",2024,"N",NA,"N112","112","Phleum","Phleum_pratense",5,2
"936","Knepp",2024,"N",NA,"N112","112","Poa","Poa_trivialis",10,2
"937","Knepp",2024,"N",NA,"N112","112","Vicia","Vicia_tetrasperma",10,2
"938","Knepp",2024,"N",NA,"N112","112","Rumex","Rumex_obtusifolius",1,2
"939","Knepp",2024,"N",NA,"N112","112","Bromus","Bromus_hordeaceus",5,2
"940","Knepp",2024,"N",NA,"N112","112","Agrostis","Agrostis_stolonifera",10,2
"941","Knepp",2024,"N",NA,"N112","112","Lolium","Lolium_perenne",25,2
"942","Knepp",2024,"N",NA,"N112","112","Cerastium","Cerastium_fontanum",3,3
"943","Knepp",2024,"N",NA,"N112","112","Geranium","Geranium_dissectum",5,3
"944","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_vulgaris",5,3
"945","Knepp",2024,"N",NA,"N112","112","Cynosurus","Cynosurus_cristatus",20,3
"946","Knepp",2024,"N",NA,"N112","112","Holcus","Holcus_lanatus",40,3
"947","Knepp",2024,"N",NA,"N112","112","Bromus","Bromus_hordeaceus",10,3
"948","Knepp",2024,"N",NA,"N112","112","Prunella","Prunella_vulgaris",8,3
"949","Knepp",2024,"N",NA,"N112","112","Trifolium","Trifolium_repens",8,3
"950","Knepp",2024,"N",NA,"N112","112","Quercus","Quercus_robur",10,4
"951","Knepp",2024,"N",NA,"N112","112","Rumex","Rumex_sanguineus",25,4
"952","Knepp",2024,"N",NA,"N112","112","Epilobium","Epilobium_tetragonum",5,4
"953","Knepp",2024,"N",NA,"N112","112","Prunella","Prunella_vulgaris",10,4
"954","Knepp",2024,"N",NA,"N112","112","Jacobaea","Jacobaea_vulgaris",8,4
"955","Knepp",2024,"N",NA,"N112","112","Trifolium","Trifolium_repens",3,4
"956","Knepp",2024,"N",NA,"N112","112","Veronica","Veronica_serpyllifolia",2,4
"957","Knepp",2024,"N",NA,"N112","112","Vicia","Vicia_tetrasperma",3,4
"958","Knepp",2024,"N",NA,"N112","112","Holcus","Holcus_lanatus",35,4
"959","Knepp",2024,"N",NA,"N112","112","Agrostis","Agrostis_stolonifera",30,4
"960","Knepp",2024,"N",NA,"N113","113","Holcus","Holcus_lanatus",15,1
"961","Knepp",2024,"N",NA,"N113","113","Trifolium","Trifolium_repens",10,1
"962","Knepp",2024,"N",NA,"N113","113","Ranunculus","Ranunculus_repens",30,1
"963","Knepp",2024,"N",NA,"N113","113","Quercus","Quercus_robur",5,1
"964","Knepp",2024,"N",NA,"N113","113","Trifolium","Trifolium_dubium",10,1
"965","Knepp",2024,"N",NA,"N113","113","Geranium","Geranium_dissectum",5,1
"966","Knepp",2024,"N",NA,"N113","113","Vicia","Vicia_tetrasperma",1,1
"967","Knepp",2024,"N",NA,"N113","113","Agrostis","Agrostis_stolonifera",15,1
"968","Knepp",2024,"N",NA,"N113","113","Prunus","Prunus_spinosa",10,1
"969","Knepp",2024,"N",NA,"N113","113","Poa","Poa_trivialis",5,1
"970","Knepp",2024,"N",NA,"N113","113","Holcus","Holcus_lanatus",20,2
"971","Knepp",2024,"N",NA,"N113","113","Ranunculus","Ranunculus_repens",20,2
"972","Knepp",2024,"N",NA,"N113","113","Trifolium","Trifolium_dubium",10,2
"973","Knepp",2024,"N",NA,"N113","113","Trifolium","Trifolium_repens",5,2
"974","Knepp",2024,"N",NA,"N113","113","Veronica","Veronica_serpyllifolia",1,2
"975","Knepp",2024,"N",NA,"N113","113","Odontites","Odontites_vernus",1,2
"976","Knepp",2024,"N",NA,"N113","113","Poa","Poa_trivialis",5,2
"977","Knepp",2024,"N",NA,"N113","113","Agrostis","Agrostis_stolonifera",20,2
"978","Knepp",2024,"N",NA,"N113","113","Prunella","Prunella_vulgaris",1,2
"979","Knepp",2024,"N",NA,"N113","113","Carex","Carex_flacca",5,2
"980","Knepp",2024,"N",NA,"N113","113","Ranunculus","Ranunculus_repens",20,3
"981","Knepp",2024,"N",NA,"N113","113","Vicia","Vicia_tetrasperma",5,3
"982","Knepp",2024,"N",NA,"N113","113","Lathyrus","Lathyrus_sativus",5,3
"983","Knepp",2024,"N",NA,"N113","113","Holcus","Holcus_lanatus",50,3
"984","Knepp",2024,"N",NA,"N113","113","Jacobaea","Jacobaea_vulgaris",5,3
"985","Knepp",2024,"N",NA,"N113","113","Hypericum","Hypericum_humifusum",1,3
"986","Knepp",2024,"N",NA,"N113","113","Trifolium","Trifolium_dubium",8,3
"987","Knepp",2024,"N",NA,"N113","113","Odontites","Odontites_vernus",4,3
"988","Knepp",2024,"N",NA,"N113","113","Lapsana","Lapsana_communis",1,3
"989","Knepp",2024,"N",NA,"N113","113","Prunella","Prunella_vulgaris",5,3
"990","Knepp",2024,"N",NA,"N113","113","Ranunculus","Ranunculus_repens",30,4
"991","Knepp",2024,"N",NA,"N113","113","Holcus","Holcus_lanatus",20,4
"992","Knepp",2024,"N",NA,"N113","113","Agrostis","Agrostis_stolonifera",20,4
"993","Knepp",2024,"N",NA,"N113","113","Jacobaea","Jacobaea_vulgaris",5,4
"994","Knepp",2024,"N",NA,"N113","113","Lathyrus","Lathyrus_sativus",5,4
"995","Knepp",2024,"N",NA,"N113","113","Vicia","Vicia_tetrasperma",5,4
"996","Knepp",2024,"N",NA,"N133","133","Holcus","Holcus_lanatus",10,1
"997","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_tetrasperma",20,1
"998","Knepp",2024,"N",NA,"N133","133","Convolvulus","Convolvulus_arvensis",10,1
"999","Knepp",2024,"N",NA,"N133","133","Ranunculus","Ranunculus_repens",15,1
"1000","Knepp",2024,"N",NA,"N133","133","Poa","Poa_trivialis",10,1
"1001","Knepp",2024,"N",NA,"N133","133","Geranium","Geranium_dissectum",5,1
"1002","Knepp",2024,"N",NA,"N133","133","Agrostis","Agrostis_stolonifera",15,1
"1003","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_erucifolia",10,1
"1004","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_vulgaris",15,1
"1005","Knepp",2024,"N",NA,"N133","133","Lathyrus","Lathyrus_sativus",5,1
"1006","Knepp",2024,"N",NA,"N133","133","Holcus","Holcus_lanatus",10,2
"1007","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_tetrasperma",20,2
"1008","Knepp",2024,"N",NA,"N133","133","Convolvulus","Convolvulus_arvensis",15,2
"1009","Knepp",2024,"N",NA,"N133","133","Ranunculus","Ranunculus_repens",15,2
"1010","Knepp",2024,"N",NA,"N133","133","Poa","Poa_trivialis",5,2
"1011","Knepp",2024,"N",NA,"N133","133","Geranium","Geranium_dissectum",5,2
"1012","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_vulgaris",15,2
"1013","Knepp",2024,"N",NA,"N133","133","Lathyrus","Lathyrus_sativus",5,2
"1014","Knepp",2024,"N",NA,"N133","133","Epilobium","Epilobium_ciliatum",5,2
"1015","Knepp",2024,"N",NA,"N133","133","Epilobium","Epilobium_parviflorum",1,2
"1016","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_vulgaris",10,3
"1017","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_erucifolia",15,3
"1018","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_tetrasperma",40,3
"1019","Knepp",2024,"N",NA,"N133","133","Convolvulus","Convolvulus_arvensis",10,3
"1020","Knepp",2024,"N",NA,"N133","133","Geranium","Geranium_dissectum",3,3
"1021","Knepp",2024,"N",NA,"N133","133","Ranunculus","Ranunculus_repens",20,3
"1022","Knepp",2024,"N",NA,"N133","133","Holcus","Holcus_lanatus",25,3
"1023","Knepp",2024,"N",NA,"N133","133","Poa","Poa_trivialis",10,3
"1024","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_pisiformis",2,3
"1025","Knepp",2024,"N",NA,"N133","133","Epilobium","Epilobium_parviflorum",5,3
"1026","Knepp",2024,"N",NA,"N133","133","Jacobaea","Jacobaea_vulgaris",5,4
"1027","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_pisiformis",15,4
"1028","Knepp",2024,"N",NA,"N133","133","Vicia","Vicia_tetrasperma",5,4
"1029","Knepp",2024,"N",NA,"N133","133","Ranunculus","Ranunculus_repens",15,4
"1030","Knepp",2024,"N",NA,"N133","133","Poa","Poa_trivialis",20,4
"1031","Knepp",2024,"N",NA,"N133","133","Holcus","Holcus_lanatus",20,4
"1032","Knepp",2024,"N",NA,"N133","133","Geranium","Geranium_dissectum",7,4
"1033","Knepp",2024,"N",NA,"N133","133","Convolvulus","Convolvulus_arvensis",10,4
"1034","Knepp",2024,"N",NA,"N122","122","Rubus","Rubus_fruticosus",15,1
"1035","Knepp",2024,"N",NA,"N122","122","Circaea","Circaea_lutetiana",10,1
"1036","Knepp",2024,"N",NA,"N122","122","Geum","Geum_urbanum",5,1
"1037","Knepp",2024,"N",NA,"N122","122","Corylus","Corylus_avellana",0,1
"1038","Knepp",2024,"N",NA,"N122","122","Rubus","Rubus_fruticosus",10,2
"1039","Knepp",2024,"N",NA,"N122","122","Carex","Carex_sylvatica",5,2
"1040","Knepp",2024,"N",NA,"N122","122","Circaea","Circaea_lutetiana",5,2
"1041","Knepp",2024,"N",NA,"N122","122","Corylus","Corylus_avellana",0,2
"1042","Knepp",2024,"N",NA,"N122","122","Rubus","Rubus_fruticosus",25,3
"1043","Knepp",2024,"N",NA,"N122","122","Corylus","Corylus_avellana",0,3
"1044","Knepp",2024,"N",NA,"N122","122","Circaea","Circaea_lutetiana",20,3
"1045","Knepp",2024,"N",NA,"N122","122","Rubus","Rubus_fruticosus",25,4
"1046","Knepp",2024,"N",NA,"N122","122","Corylus","Corylus_avellana",0,4
"1047","Knepp",2024,"N",NA,"N122","122","Circaea","Circaea_lutetiana",15,4
"1048","Knepp",2024,"N",NA,"N122","122","Carex","Carex_sylvatica",20,4
"1049","Knepp",2024,"N",NA,"N233","233","Acer","Acer_pseudoplatanus",10,1
"1050","Knepp",2024,"N",NA,"N233","233","Hyacinthoides","Hyacinthoides_non-scripta",5,1
"1051","Knepp",2024,"N",NA,"N233","233","Rumex","Rumex_obtusifolius",1,1
"1052","Knepp",2024,"N",NA,"N233","233","Rubus","Rubus_fruticosus",5,1
"1053","Knepp",2024,"N",NA,"N233","233","Acer","Acer_pseudoplatanus",5,2
"1054","Knepp",2024,"N",NA,"N233","233","Rumex","Rumex_obtusifolius",10,2
"1055","Knepp",2024,"N",NA,"N233","233","Pteridium","Pteridium_aquilinum",15,2
"1056","Knepp",2024,"N",NA,"N233","233","Hyacinthoides","Hyacinthoides_non-scripta",5,2
"1057","Knepp",2024,"N",NA,"N233","233","Galium","Galium_aparine",5,2
"1058","Knepp",2024,"N",NA,"N233","233","Brachypodium","Brachypodium_sylvaticum",5,2
"1059","Knepp",2024,"N",NA,"N233","233","Crataegus","Crataegus_monogyna",1,2
"1060","Knepp",2024,"N",NA,"N233","233","Pteridium","Pteridium_aquilinum",40,3
"1061","Knepp",2024,"N",NA,"N233","233","Galium","Galium_aparine",10,3
"1062","Knepp",2024,"N",NA,"N233","233","Hyacinthoides","Hyacinthoides_non-scripta",5,3
"1063","Knepp",2024,"N",NA,"N233","233","Acer","Acer_pseudoplatanus",5,3
"1064","Knepp",2024,"N",NA,"N233","233","Rubus","Rubus_fruticosus",25,4
"1065","Knepp",2024,"N",NA,"N233","233","Pteridium","Pteridium_aquilinum",20,4
"1066","Knepp",2024,"N",NA,"N233","233","Acer","Acer_pseudoplatanus",20,4
"1067","Knepp",2024,"N",NA,"N233","233","Hyacinthoides","Hyacinthoides_non-scripta",2,4
"1068","Knepp",2024,"N",NA,"N223","223","Ranunculus","Ranunculus_repens",10,1
"1069","Knepp",2024,"N",NA,"N223","223","Holcus","Holcus_lanatus",10,1
"1070","Knepp",2024,"N",NA,"N223","223","Lathyrus","Lathyrus_sativus",5,1
"1071","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_erucifolia",10,1
"1072","Knepp",2024,"N",NA,"N223","223","Lotus","Lotus_corniculatus",5,1
"1073","Knepp",2024,"N",NA,"N223","223","Vicia","Vicia_tetrasperma",5,1
"1074","Knepp",2024,"N",NA,"N223","223","Ranunculus","Ranunculus_abortivus",1,1
"1075","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_vulgaris",1,1
"1076","Knepp",2024,"N",NA,"N223","223","Festuca","Festuca_rubra",30,1
"1077","Knepp",2024,"N",NA,"N223","223","Epilobium","Epilobium_palustre",1,1
"1078","Knepp",2024,"N",NA,"N223","223","Convolvulus","Convolvulus_arvensis",5,1
"1079","Knepp",2024,"N",NA,"N223","223","Trifolium","Trifolium_dubium",5,1
"1080","Knepp",2024,"N",NA,"N223","223","Cirsium","Cirsium_arvense",10,1
"1081","Knepp",2024,"N",NA,"N223","223","Poa","Poa_trivialis",5,1
"1082","Knepp",2024,"N",NA,"N223","223","Agrostis","Agrostis_stolonifera",10,1
"1083","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_vulgaris",20,2
"1084","Knepp",2024,"N",NA,"N223","223","Ranunculus","Ranunculus_repens",10,2
"1085","Knepp",2024,"N",NA,"N223","223","Phleum","Phleum_pratense",5,2
"1086","Knepp",2024,"N",NA,"N223","223","Trifolium","Trifolium_pratense",15,2
"1087","Knepp",2024,"N",NA,"N223","223","Taraxacum","Taraxacum_officinale",5,2
"1088","Knepp",2024,"N",NA,"N223","223","Ranunculus","Ranunculus_abortivus",1,2
"1089","Knepp",2024,"N",NA,"N223","223","Holcus","Holcus_lanatus",15,2
"1090","Knepp",2024,"N",NA,"N223","223","Cirsium","Cirsium_arvense",5,2
"1091","Knepp",2024,"N",NA,"N223","223","Lapsana","Lapsana_communis",5,2
"1092","Knepp",2024,"N",NA,"N223","223","Convolvulus","Convolvulus_arvensis",10,2
"1093","Knepp",2024,"N",NA,"N223","223","Vicia","Vicia_tetrasperma",5,2
"1094","Knepp",2024,"N",NA,"N223","223","Lathyrus","Lathyrus_sativus",5,2
"1095","Knepp",2024,"N",NA,"N223","223","Verbena","Verbena_officinalis",5,3
"1096","Knepp",2024,"N",NA,"N223","223","Leontodon","Leontodon_hispidus",15,3
"1097","Knepp",2024,"N",NA,"N223","223","Vicia","Vicia_pisiformis",10,3
"1098","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_erucifolia",5,3
"1099","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_vulgaris",3,3
"1100","Knepp",2024,"N",NA,"N223","223","Lolium","Lolium_perenne",10,3
"1101","Knepp",2024,"N",NA,"N223","223","Holcus","Holcus_lanatus",10,3
"1102","Knepp",2024,"N",NA,"N223","223","Poa","Poa_trivialis",30,3
"1103","Knepp",2024,"N",NA,"N223","223","Trifolium","Trifolium_dubium",20,3
"1104","Knepp",2024,"N",NA,"N223","223","Cirsium","Cirsium_arvense",5,3
"1105","Knepp",2024,"N",NA,"N223","223","Trifolium","Trifolium_repens",5,3
"1106","Knepp",2024,"N",NA,"N223","223","Odontites","Odontites_vernus",3,4
"1107","Knepp",2024,"N",NA,"N223","223","Convolvulus","Convolvulus_arvensis",5,4
"1108","Knepp",2024,"N",NA,"N223","223","Ranunculus","Ranunculus_abortivus",20,4
"1109","Knepp",2024,"N",NA,"N223","223","Vicia","Vicia_tetrasperma",2,4
"1110","Knepp",2024,"N",NA,"N223","223","Vicia","Vicia_pisiformis",3,4
"1111","Knepp",2024,"N",NA,"N223","223","Holcus","Holcus_lanatus",30,4
"1112","Knepp",2024,"N",NA,"N223","223","Poa","Poa_trivialis",30,4
"1113","Knepp",2024,"N",NA,"N223","223","Trifolium","Trifolium_pratense",3,4
"1114","Knepp",2024,"N",NA,"N223","223","Jacobaea","Jacobaea_erucifolia",15,4
"1115","Knepp",2024,"N",NA,"N223","223","Cirsium","Cirsium_arvense",5,4
"1116","Knepp",2024,"N",NA,"N222","222","Ranunculus","Ranunculus_repens",10,1
"1117","Knepp",2024,"N",NA,"N222","222","Holcus","Holcus_lanatus",15,1
"1118","Knepp",2024,"N",NA,"N222","222","Lathyrus","Lathyrus_nissolia",5,1
"1119","Knepp",2024,"N",NA,"N222","222","Cirsium","Cirsium_arvense",5,1
"1120","Knepp",2024,"N",NA,"N222","222","Festuca","Festuca_rubra",15,1
"1121","Knepp",2024,"N",NA,"N222","222","Vicia","Vicia_tetrasperma",5,1
"1122","Knepp",2024,"N",NA,"N222","222","Jacobaea","Jacobaea_vulgaris",10,1
"1123","Knepp",2024,"N",NA,"N222","222","Viola","Viola_riviniana",15,1
"1124","Knepp",2024,"N",NA,"N222","222","Phleum","Phleum_pratense",5,1
"1125","Knepp",2024,"N",NA,"N222","222","Veronica","Veronica_serpyllifolia",1,1
"1126","Knepp",2024,"N",NA,"N222","222","Poa","Poa_pratensis",1,1
"1127","Knepp",2024,"N",NA,"N222","222","Acer","Acer_pseudoplatanus",1,1
"1128","Knepp",2024,"N",NA,"N222","222","Jacobaea","Jacobaea_erucifolia",1,1
"1129","Knepp",2024,"N",NA,"N222","222","Agrostis","Agrostis_stolonifera",20,1
"1130","Knepp",2024,"N",NA,"N222","222","Holcus","Holcus_lanatus",40,2
"1131","Knepp",2024,"N",NA,"N222","222","Betula","Betula_pendula",15,2
"1132","Knepp",2024,"N",NA,"N222","222","Ranunculus","Ranunculus_repens",5,2
"1133","Knepp",2024,"N",NA,"N222","222","Quercus","Quercus_robur",10,2
"1134","Knepp",2024,"N",NA,"N222","222","Viola","Viola_riviniana",10,2
"1135","Knepp",2024,"N",NA,"N222","222","Jacobaea","Jacobaea_vulgaris",10,2
"1136","Knepp",2024,"N",NA,"N222","222","Phleum","Phleum_pratense",10,2
"1137","Knepp",2024,"N",NA,"N222","222","Festuca","Festuca_rubra",15,2
"1138","Knepp",2024,"N",NA,"N222","222","Agrostis","Agrostis_stolonifera",5,2
"1139","Knepp",2024,"N",NA,"N222","222","Lathyrus","Lathyrus_nissolia",1,2
"1140","Knepp",2024,"N",NA,"N222","222","Betula","Betula_pendula",5,3
"1141","Knepp",2024,"N",NA,"N222","222","Festuca","Festuca_rubra",10,3
"1142","Knepp",2024,"N",NA,"N222","222","Lolium","Lolium_pratense",30,3
"1143","Knepp",2024,"N",NA,"N222","222","Holcus","Holcus_lanatus",25,3
"1144","Knepp",2024,"N",NA,"N222","222","Agrostis","Agrostis_stolonifera",15,3
"1145","Knepp",2024,"N",NA,"N222","222","Ranunculus","Ranunculus_repens",10,3
"1146","Knepp",2024,"N",NA,"N222","222","Veronica","Veronica_chamaedrys",6,3
"1147","Knepp",2024,"N",NA,"N222","222","Jacobaea","Jacobaea_vulgaris",4,3
"1148","Knepp",2024,"N",NA,"N222","222","Dactylis","Dactylis_glomerata",5,3
"1149","Knepp",2024,"N",NA,"N222","222","Salix","Salix_bebbiana",10,3
"1150","Knepp",2024,"N",NA,"N222","222","Jacobaea","Jacobaea_erucifolia",10,4
"1151","Knepp",2024,"N",NA,"N222","222","Lathyrus","Lathyrus_nissolia",10,4
"1152","Knepp",2024,"N",NA,"N222","222","Betula","Betula_pendula",8,4
"1153","Knepp",2024,"N",NA,"N222","222","Ranunculus","Ranunculus_repens",20,4
"1154","Knepp",2024,"N",NA,"N222","222","Holcus","Holcus_lanatus",10,4
"1155","Knepp",2024,"N",NA,"N222","222","Poa","Poa_trivialis",10,4
"1156","Knepp",2024,"N",NA,"N222","222","Festuca","Festuca_rubra",20,4
"1157","Knepp",2024,"N",NA,"N222","222","Lolium","Lolium_pratense",20,4
"1158","Knepp",2024,"N",NA,"N221","221","Holcus","Holcus_lanatus",60,1
"1159","Knepp",2024,"N",NA,"N221","221","Jacobaea","Jacobaea_vulgaris",15,1
"1160","Knepp",2024,"N",NA,"N221","221","Stellaria","Stellaria_graminea",17,1
"1161","Knepp",2024,"N",NA,"N221","221","Vicia","Vicia_tetrasperma",5,1
"1162","Knepp",2024,"N",NA,"N221","221","Trifolium","Trifolium_repens",5,1
"1163","Knepp",2024,"N",NA,"N221","221","Geranium","Geranium_dissectum",5,1
"1164","Knepp",2024,"N",NA,"N221","221","Agrostis","Agrostis_stolonifera",10,1
"1165","Knepp",2024,"N",NA,"N221","221","Cerastium","Cerastium_fontanum",3,1
"1166","Knepp",2024,"N",NA,"N221","221","Holcus","Holcus_lanatus",40,2
"1167","Knepp",2024,"N",NA,"N221","221","Jacobaea","Jacobaea_vulgaris",10,2
"1168","Knepp",2024,"N",NA,"N221","221","Stellaria","Stellaria_graminea",10,2
"1169","Knepp",2024,"N",NA,"N221","221","Vicia","Vicia_tetrasperma",5,2
"1170","Knepp",2024,"N",NA,"N221","221","Trifolium","Trifolium_repens",5,2
"1171","Knepp",2024,"N",NA,"N221","221","Geranium","Geranium_dissectum",5,2
"1172","Knepp",2024,"N",NA,"N221","221","Agrostis","Agrostis_stolonifera",30,2
"1173","Knepp",2024,"N",NA,"N221","221","Cerastium","Cerastium_fontanum",5,2
"1174","Knepp",2024,"N",NA,"N221","221","Geranium","Geranium_dissectum",15,3
"1175","Knepp",2024,"N",NA,"N221","221","Trifolium","Trifolium_repens",30,3
"1176","Knepp",2024,"N",NA,"N221","221","Ranunculus","Ranunculus_acris",5,3
"1177","Knepp",2024,"N",NA,"N221","221","Vicia","Vicia_tetrasperma",5,3
"1178","Knepp",2024,"N",NA,"N221","221","Stellaria","Stellaria_graminea",20,3
"1179","Knepp",2024,"N",NA,"N221","221","Jacobaea","Jacobaea_vulgaris",15,3
"1180","Knepp",2024,"N",NA,"N221","221","Holcus","Holcus_lanatus",10,3
"1181","Knepp",2024,"N",NA,"N221","221","Agrostis","Agrostis_stolonifera",20,3
"1182","Knepp",2024,"N",NA,"N221","221","Geranium","Geranium_dissectum",30,4
"1183","Knepp",2024,"N",NA,"N221","221","Trifolium","Trifolium_repens",5,4
"1184","Knepp",2024,"N",NA,"N221","221","Ranunculus","Ranunculus_acris",10,4
"1185","Knepp",2024,"N",NA,"N221","221","Vicia","Vicia_tetrasperma",15,4
"1186","Knepp",2024,"N",NA,"N221","221","Stellaria","Stellaria_graminea",5,4
"1187","Knepp",2024,"N",NA,"N221","221","Jacobaea","Jacobaea_vulgaris",20,4
"1188","Knepp",2024,"N",NA,"N221","221","Holcus","Holcus_lanatus",10,4
"1189","Knepp",2024,"N",NA,"N221","221","Agrostis","Agrostis_stolonifera",10,4
"1190","Knepp",2024,"N",NA,"N211","211","Jacobaea","Jacobaea_vulgaris",25,1
"1191","Knepp",2024,"N",NA,"N211","211","Stellaria","Stellaria_graminea",10,1
"1192","Knepp",2024,"N",NA,"N211","211","Holcus","Holcus_lanatus",15,1
"1193","Knepp",2024,"N",NA,"N211","211","Ranunculus","Ranunculus_repens",10,1
"1194","Knepp",2024,"N",NA,"N211","211","Odontites","Odontites_vernus",10,1
"1195","Knepp",2024,"N",NA,"N211","211","Agrimonia","Agrimonia_eupatoria",25,1
"1196","Knepp",2024,"N",NA,"N211","211","Pulicaria","Pulicaria_dysenterica",5,1
"1197","Knepp",2024,"N",NA,"N211","211","Quercus","Quercus_robur",1,1
